id,title,description,duration,difficulty,learning_path_id
3123,Object Oriented Programming (OOP) in PHP - Build An OOP Site,Learn python for data engineering,2,Beginner,6
3124,Beginners Introduction to Web Development,Learn statistics,1.5,Beginner,16
3125,Django + AngularJS for a Powerful Web Application,Learn the basics of Node.js,5.5,Intermediate,13
3126,WordPress Academy: Learn WordPress step by step,Learn the fundamentals of JavaScript programming.,7.5,Beginner,10
3127,Web Development Essential Skills - Complete HTML and CSS,Explore advanced CSS for modern web design.,7,Beginner,2
3128,Byte-Sized-Chunks: Closures in Javascript,"Learn the basics of html
",2,Beginner,13
3129,Laravel Account Activation Project,Learn basics of react,2.5,Beginner,11
3130,WordPress: Create an Amazing Website With Ease,Learn the concept of nextjs,2.5,Beginner,8
3131,Mastering the Google Chrome Developer Tools,Learn the ETL process effectively,0.666666667,Beginner,5
3132,Kali Linux Web App Testing,Learn the concepts of DataBricks,3,Beginner,7
3133,Learn Ruby Programming The Easy Way - Lite,Learn the process of data Transformation through dbt,0.566666667,Beginner,11
3134,"Web Scraping with Python, Ruby & import. io",Learn python for data engineering,4.5,Beginner,9
3135,Sending email with PHP: from Basic to Advanced,Learn statistics,2,Beginner,12
3136,WordPress 2016 for Beginners : Build awesome websites!,Learn the basics of Node.js,4,Beginner,6
3137,Learn to make websites with Google's Material Design Lite,Learn the fundamentals of JavaScript programming.,5.5,Beginner,13
3138,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,Explore advanced CSS for modern web design.,5,Beginner,8
3139,Complete Python Web Course: Build 8 Python Web Apps,"Learn the basics of html
",16,Beginner,3
3140,Web Design for Beginners: Real World Coding in HTML & CSS,Learn basics of react,9,Beginner,8
3141,Ethereum Developer: Build A Decentralised Blockchain App,Learn the concept of nextjs,3.5,Beginner,4
3142,The Complete Web Development Course -  Build 15 Projects,Learn the ETL process effectively,76.5,Beginner,6
3143,Angular 2 + Rails 5 Bootcamp,Learn the concepts of DataBricks,9,Intermediate,4
3144,Javascript - From Beginner to Pro-Build real world JS apps,Learn the process of data Transformation through dbt,11.5,Beginner,1
3145,Redux in Angular (2 and 4+),Learn python for data engineering,1.5,Intermediate,6
3146,The complete JavaScript developer: MEAN stack zero-to-hero,Learn statistics,11.5,Beginner,13
3147,Running a Web Development Business: The Complete Guide,Learn the basics of Node.js,19.5,Beginner,17
3148,Projects In JavaScript & JQuery,Learn the fundamentals of JavaScript programming.,9,Beginner,11
3149,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,Explore advanced CSS for modern web design.,11,Beginner,3
3150,"Full stack Universal React with Redux, Node js and MongoDB","Learn the basics of html
",5,Intermediate,3
3151,Creating an MP3 Player with HTML5,Learn basics of react,1.5,Beginner,19
3152,Be a Bootstrap Developer from scratch,Learn the concept of nextjs,3.5,Beginner,16
3153,Create Your First Wordpress Site in Under an Hour,Learn the ETL process effectively,1,Beginner,7
3154,Learn Coding as RF or Telecom Engineer - Build Real Program,Learn the concepts of DataBricks,2,Beginner,17
3155,Creating FaceBook Design Using Bootstrap - Handson Project,Learn the process of data Transformation through dbt,2,Beginner,4
3156,Building HTML5 Canvas projects from scratch,Learn python for data engineering,2,Beginner,1
3157,Learn How To Become a Web Developer From Scratch,Learn statistics,11,Beginner,6
3158,"Earn Big Profits With Web Development, Simple and Easy!",Learn the basics of Node.js,1.5,Beginner,11
3159,BDD with Ruby on Rails using RSpec 3 and Capybara,Learn the fundamentals of JavaScript programming.,13,Beginner,3
3160,Learn By Example: jQuery,Explore advanced CSS for modern web design.,7,Beginner,19
3161,Professional Python Web Development Using Flask,"Learn the basics of html
",14.5,Beginner,18
3162,JavaScript HTML CSS Project make a Quiz Tutorial,Learn basics of react,2,Beginner,3
3163,Voiceover Audio Secrets - Your Way to Top Audio Quality,Learn the concept of nextjs,2.5,Beginner,9
3164,jQuery UI In Depth,Learn the ETL process effectively,10.5,Beginner,19
3165,Codeless Website Development with Adobe Muse,Learn the concepts of DataBricks,3.5,Beginner,16
3166,Learn To Build A Google Map App Using Angular 2,Learn the process of data Transformation through dbt,1,Beginner,9
3167,Learn Reactivex From Ground Up,Learn python for data engineering,5,Intermediate,12
3168,Learn HTML in 59 Minutes - Your intro to front-end dev,Learn statistics,1,Beginner,1
3169,WordPress Theme Customization 101 (for beginners),Learn the basics of Node.js,2,Beginner,7
3170,Supercharging Development With Atom Text Editor,Learn the fundamentals of JavaScript programming.,1.5,Beginner,17
3171,Master WCF 4.0 From Scratch Using C#,Explore advanced CSS for modern web design.,7,Beginner,4
3172,Drupal 7 for Beginners,"Learn the basics of html
",2.5,Beginner,18
3173,Critical Web Dev Skills & Tools for the Non-Tech Hustler,Learn basics of react,1.5,Beginner,12
3174,Install WordPress on Computer using XAMPP,Learn the concept of nextjs,0.616666667,Beginner,11
3175,Java Web Services Part 2,Learn the ETL process effectively,3,Intermediate,15
3176,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,Learn the concepts of DataBricks,20,Beginner,14
3177,Learn To Create WordPress Themes By Building 10 Projects,Learn the process of data Transformation through dbt,16.5,Beginner,2
3178,The Complete NodeJS Course: Build a Full Business Rating App,Learn python for data engineering,12.5,Beginner,13
3179,Master the MEAN Stack - Learn By Example,Learn statistics,4.5,Intermediate,8
3180,First Web Application with Spring Boot,Learn the basics of Node.js,4,Beginner,16
3181,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,Learn the fundamentals of JavaScript programming.,8.5,Beginner,5
3182,Backbone Tutorial: Learn Backbonejs from Scratch,Explore advanced CSS for modern web design.,5.5,Beginner,20
3183,AngularJS Custom Directives with Dan Wahlin,"Learn the basics of html
",6,Beginner,2
3184,Angular 2+ with Typescript - Essential Training,Learn basics of react,3,Beginner,19
3185,Learn Angular 2 from Beginner to Advanced,Learn the concept of nextjs,10,Beginner,18
3186,Create an eCommerce Wordpress Website 2016 - New Divi Theme!,Learn the ETL process effectively,4,Beginner,1
3187,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,Learn the concepts of DataBricks,4,Beginner,15
3188,Learning Docker and Kubernetes by Lab,Learn the process of data Transformation through dbt,5,Beginner,5
3189,Projects in ExpressJS - Learn ExpressJs building 10 projects,Learn python for data engineering,15.5,Beginner,4
3190,PHP For Beginners : Learn PHP From Scratch!,Learn statistics,3.5,Beginner,13
3191,Bootstrap 4.0 New Features: Build Responsive Website,Learn the basics of Node.js,1.5,Beginner,5
3192,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,Learn the fundamentals of JavaScript programming.,9,Beginner,10
3193,Professional RESTful API Design using Python Flask,Explore advanced CSS for modern web design.,4.5,Intermediate,14
3194,HTML5 APIs For JavaScript - A Course For Web Developers ,"Learn the basics of html
",5,Beginner,13
3195,Learn Python Django - A Hands-On Course,Learn basics of react,2,Beginner,7
3196,Comprehensive JavaScript Programming,Learn the concept of nextjs,3,Beginner,18
3197,Security for your WordPress site,Learn the ETL process effectively,0.633333333,Beginner,16
3198,Try Django 1.9 | Build a Blog and Learn Python's #1 Library,Learn the concepts of DataBricks,20,Beginner,9
3199,Accelerated ES6 JavaScript Training,Learn the process of data Transformation through dbt,6,Intermediate,15
3200,AWS Serverless APIs & Apps - A Complete Introduction,Learn python for data engineering,8,Beginner,15
3201,Python and Django Full Stack Web Developer Bootcamp,Learn statistics,31.5,Beginner,12
3202,The Complete Elixir and Phoenix Bootcamp,Learn the basics of Node.js,14.5,Beginner,5
3203,Build a Real-world App with ASP.NET Core and Angular 2 (4+),Learn the fundamentals of JavaScript programming.,10.5,Intermediate,5
3204,REST APIs with Flask and Python,Explore advanced CSS for modern web design.,12.5,Intermediate,7
3205,Angular 4 (formerly Angular 2) - The Complete Guide,"Learn the basics of html
",22,Beginner,12
3206,Build Websites from Scratch with HTML & CSS,Learn basics of react,8,Beginner,9
3207,PHP for Beginners -Become a PHP Master - Project Included,Learn the concept of nextjs,30.5,Beginner,1
3208,The Professional Ruby on Rails Developer,Learn the ETL process effectively,17,Beginner,14
3209,The Complete Ruby on Rails Developer Course,Learn the concepts of DataBricks,31.5,Beginner,5
3210,Docker Technologies for DevOps and Developers,Learn the process of data Transformation through dbt,3,Beginner,4
3211,JavaScript programming: JavaScript for beginners,Learn python for data engineering,5,Beginner,2
3212,JSON in Action: Build JSON-Based Applications,Learn statistics,3.5,Beginner,12
3213,Learn Ruby Programming The Easy Way,Learn the basics of Node.js,2,Beginner,9
3214,Learn OAuth 2.0 - Get started as an API Security Expert,Learn the fundamentals of JavaScript programming.,3.5,Beginner,1
3215,AngularJS For .Net Developers From Scratch,Explore advanced CSS for modern web design.,4.5,Intermediate,16
3216,"Jekyll: make fast, secure static sites and blogs with Jekyll","Learn the basics of html
",2.5,Beginner,6
3217,HTML and CSS BootCamp for Beginners,Learn basics of react,6.5,Beginner,18
3218,Hosting Django: Amazon Web Services (AWS) Fundamentals,Learn the concept of nextjs,5.5,Beginner,6
3219,Angular Advanced MasterClass & FREE E-Book,Learn the ETL process effectively,6.5,Intermediate,17
3220,Learn Responsive Web Development from Scratch,Learn the concepts of DataBricks,4.5,Beginner,1
3221,Build WordPress Plugin to extend Beaver Builder,Learn the process of data Transformation through dbt,2,Intermediate,7
3222,Coding Made Easy: A Beginners Guide To JavaScript,Learn python for data engineering,1,Beginner,13
3223,The Complete Developers Guide to MongoDB,Learn statistics,13.5,Beginner,3
3224,Electron for Desktop Apps: The Complete Developer's Guide,Learn the basics of Node.js,8,Beginner,13
3225,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),Learn the fundamentals of JavaScript programming.,18,Beginner,16
3226,"React JS, Angular & Vue JS - Quickstart & Comparison",Explore advanced CSS for modern web design.,8,Beginner,4
3227,The Complete JavaScript Course: Build a Real-World Project,"Learn the basics of html
",17.5,Beginner,19
3228,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,Learn basics of react,8.5,Beginner,9
3229,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,Learn the concept of nextjs,9.5,Beginner,11
3230,Meteor and React for Realtime Apps,Learn the ETL process effectively,9,Beginner,4
3231,The Web Developer Bootcamp,Learn the concepts of DataBricks,43,Beginner,16
3232,AngularJS JumpStart with Dan Wahlin,Learn the process of data Transformation through dbt,10,Beginner,15
3233,The Complete Web Developer Course 2.0,Learn python for data engineering,30.5,Beginner,9
3234,Ultimate Web Designer & Developer Course: Build 23 Projects!,Learn statistics,32.5,Beginner,17
3235,ExpressJS Fundamentals,Learn the basics of Node.js,1,Beginner,2
3236,REST WCF Service in ASP.NET,Learn the fundamentals of JavaScript programming.,0.683333333,Beginner,10
3237,Projects in Node.js - Learn by Example,Explore advanced CSS for modern web design.,5,Beginner,8
3238,Building Data Visualizations with D3 and Angular 2,"Learn the basics of html
",3.5,Beginner,7
3239,Learn Object Oriented PHP By Building a Complete Website,Learn basics of react,4.5,Beginner,9
3240,Web Programming Course : Asp.Net MVC,Learn the concept of nextjs,3.5,Beginner,4
3241,Learn Spring Framework Practically - Hands On Recipies,Learn the ETL process effectively,5.5,Beginner,12
3242,One-stop Ruby on Rails: Build Web Applications from Scratch,Learn the concepts of DataBricks,18.5,Beginner,18
3243,Learn what's new in PHP 7,Learn the process of data Transformation through dbt,3.5,Intermediate,3
3244,Dive Into Docker: The Docker Course for Developers,Learn python for data engineering,1.5,Beginner,2
3245,"Basic Concepts of Web Development, HTTP and Java Servlets",Learn statistics,1,Beginner,16
3246,The Most Comprehensive Web Development Course,Learn the basics of Node.js,42,Beginner,6
3247,Learn and Understand AngularJS,Learn the fundamentals of JavaScript programming.,7,Beginner,10
3248,JavaScript: Understanding the Weird Parts,Explore advanced CSS for modern web design.,11.5,Beginner,4
3249,Webpack 2: The Complete Developer's Guide,"Learn the basics of html
",5.5,Beginner,18
3250,Build Responsive Real World Websites with HTML5 and CSS3,Learn basics of react,12,Beginner,3
3251,ES6 Javascript: The Complete Developer's Guide,Learn the concept of nextjs,6.5,Beginner,17
3252,Learn and Understand NodeJS,Learn the ETL process effectively,13,Beginner,18
3253,Understanding TypeScript,Learn the concepts of DataBricks,7,Beginner,12
3254,Advanced React and Redux,Learn the process of data Transformation through dbt,12,Intermediate,11
3255,Modern React with Redux,Learn python for data engineering,26.5,Beginner,9
3256,Angular Styling & Animations (for Angular 2 and Angular 4),Learn statistics,6,Intermediate,10
3257,The Complete ASP.NET MVC 5 Course,Learn the basics of Node.js,7.5,Beginner,13
3258,GraphQL with React: The Complete Developers Guide,Learn the fundamentals of JavaScript programming.,13,Intermediate,3
3259,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",Explore advanced CSS for modern web design.,0.733333333,Beginner,1
3260,WordPress in under an hour - Create/manage your own website!,"Learn the basics of html
",1,Beginner,1
3261,Twitter Bootstrap 2 for Beginners,Learn basics of react,1,Beginner,19
3262,Bootstrap Tutorial - Essentials From Basic to Advanced,Learn the concept of nextjs,7.5,Beginner,1
3263,Create an Engaging Website with Twitter Bootstrap 2.x,Learn the ETL process effectively,1,Beginner,2
3264,Javascript :basics for beginners,Learn the concepts of DataBricks,0.616666667,Beginner,4
3265,CSS Tutorial For Beginners: Style Your Wordpress Templates,Learn the process of data Transformation through dbt,3.5,Beginner,2
3266,HTML5 And CSS3 - Build Modern Responsive Websites,Learn python for data engineering,9.5,Beginner,19
3267,PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,Learn statistics,2,Beginner,18
3268,Web Development: Make A Website That Will Sell For Thousands,Learn the basics of Node.js,7.5,Beginner,15
3269,WordPress Basics to Business: Share and Sell your Expertise,Learn the fundamentals of JavaScript programming.,3.5,Beginner,11
3270,PHP Zend Framework 2:Creating a CRUD Application,Explore advanced CSS for modern web design.,0.633333333,Beginner,13
3271,JavaScript Fundamentals,"Learn the basics of html
",5,Beginner,7
3272,Building a Website With Jekyll,Learn basics of react,3,Beginner,8
3273,Big Data and Apache Hadoop for Developers - Fundamentals,Learn the concept of nextjs,3,Intermediate,12
3274,Wordpress Development : Create a Custom Wordpress Website,Learn the ETL process effectively,1.5,Beginner,18
3275,How to Make a Wordpress Website 2017,Learn the concepts of DataBricks,0.566666667,Beginner,5
3276,RESTful Services with ASP.NET Web API,Learn the process of data Transformation through dbt,2,Beginner,8
3277,Web Hosting Fundamentals,Learn python for data engineering,0.616666667,Beginner,2
3278,Learning Path: React: Make Stunning React Websites,Learn statistics,6.5,Advanced,13
3279,Administering Microsoft SQL Server 2012 Databases - 70-462,Learn the basics of Node.js,5.5,Beginner,6
3280,PHP CodeIgniter:CRUD concepts in MVC,Learn the fundamentals of JavaScript programming.,0.583333333,Beginner,20
3281,Adobe Experience Manager CMS Basics,Explore advanced CSS for modern web design.,1,Beginner,11
3282,Introduction to Frontend Web Development For  Beginners,"Learn the basics of html
",4.5,Beginner,9
3283,PHP: Complete Login and Registration System with PHP & MYSQL,Learn basics of react,7.5,Beginner,7
3284,JavaScript Complete Guide to learning JavaScript,Learn the concept of nextjs,5.5,Beginner,2
3285,Advanced Scalable Python Web Development Using Flask,Learn the ETL process effectively,14,Intermediate,8
3286,jQuery for Absolute Beginners - Lite,Learn the concepts of DataBricks,0.583333333,Beginner,15
3287,HTML Complete Course - Beginner to Expert,Learn the process of data Transformation through dbt,1.5,Beginner,12
3288,Cross-Platform Development with ASP.NET Core 1.0 MVC,Learn python for data engineering,5.5,Beginner,9
3289,Build a Photo Blog with Ruby on Rails,Learn statistics,1.5,Intermediate,10
3290,Practical PHP: Master the Basics and Code Dynamic Websites,Learn the basics of Node.js,6.5,Beginner,11
3291,Sass Workflow,Learn the fundamentals of JavaScript programming.,3,Beginner,16
3292,Learn PHP Fundamentals From Scratch,Explore advanced CSS for modern web design.,2,Beginner,2
3293,XML For Absolute Beginners: Learn to create your own tags,"Learn the basics of html
",1,Beginner,18
3294,Joomla: Create a Joomla Website This Weekend With NO CODING!,Learn basics of react,2,Beginner,17
3295,JavaScript for beginners - A Complete Guide,Learn the concept of nextjs,10.5,Beginner,18
3296,Laravel Deployment - Launch your Laravel Application Online,Learn the ETL process effectively,1,Intermediate,12
3297,WordPress Development Crash Course: From Zero To Hero,Learn the concepts of DataBricks,2,Beginner,9
3298,Learn how to create a WordPress theme using Pinegrow,Learn the process of data Transformation through dbt,2,Intermediate,11
3299,Learn to Build Web Apps using Laravel Framework,Learn python for data engineering,6.5,Beginner,3
3300,Flexbox: The complete guide,Learn statistics,1,Beginner,9
3301,How to Safely Copy and Move Your WordPress Website,Learn the basics of Node.js,1.5,Intermediate,12
3302,AngularJs :basics for beginners,Learn the fundamentals of JavaScript programming.,1,Beginner,12
3303,JSON For Beginners: A Very Basic Introduction,Explore advanced CSS for modern web design.,1,Beginner,12
3304,Learn SASS and improve your CSS,"Learn the basics of html
",3,Beginner,1
3305,Angular Tutorial For Beginners,Learn basics of react,2.5,Beginner,2
3306,HTML and CSS for Absolute Beginners,Learn the concept of nextjs,3,Beginner,5
3307,"JavaScript, jQuery and Ajax",Learn the ETL process effectively,4,Beginner,18
3308,Laravel Blog Development Starter,Learn the concepts of DataBricks,2,Beginner,1
3309,React: Learn ReactJS Fundamentals for Front-End Developers,Learn the process of data Transformation through dbt,4,Beginner,16
3310,JavaScript For Absolute Beginners - Level Two,Learn python for data engineering,1,Intermediate,9
3311,How To Create A Real Estate Website With Wordpress 2017,Learn statistics,1.5,Beginner,9
3312,The Complete HTML5 and CSS3 Course - with 8 Websites Design,Learn the basics of Node.js,7.5,Beginner,18
3313,Introduction to Modern Programming with PHP,Learn the fundamentals of JavaScript programming.,16,Beginner,20
3314,HTML Introduction Course: Learn HTML in 2 hours!!!,Explore advanced CSS for modern web design.,2,Beginner,18
3315,Learn HTML & CSS: How To Start Your Web Development Career,"Learn the basics of html
",4.5,Beginner,1
3316,React vs Angular vs Vue.js by Example,Learn basics of react,3.5,Beginner,11
3317,Create WordPress Plugins,Learn the concept of nextjs,2.5,Beginner,15
3318,Build and Deploy a LAMP server on AWS,Learn the ETL process effectively,1,Beginner,11
3319,Build your own Beautiful Blog in WordPress + SEO,Learn the concepts of DataBricks,3,Beginner,19
3320,AngularJS Authentication: Secure Your App with Auth0,Learn the process of data Transformation through dbt,1,Beginner,14
3321,Learn Bootstrap 4 by Example,Learn python for data engineering,1,Beginner,6
3322,Complete WooCommerce Plugin Tutorial For Wordpress 2017,Learn statistics,1.5,Beginner,18
3323,How To Build And Make A Wordpress Website From Scratch 2017,Learn the basics of Node.js,2,Beginner,9
3324,Docker for Developers - Newest Version 1.12 with Swarm Mode,Learn the fundamentals of JavaScript programming.,5.5,Beginner,13
3325,Angular Material - Quickstart,Explore advanced CSS for modern web design.,0.7,Beginner,6
3326,HTML and CSS for Beginners - Build a Website & Launch ONLINE,"Learn the basics of html
",6,Beginner,19
3327,"Core: A Web App Reference Guide for Django, Python, and More",Learn basics of react,26,Beginner,12
3328,"JSON with Java APIs, jQuery and JSON REST Web Services",Learn the concept of nextjs,6,Beginner,2
3329,Bootstrap 4 Quick Start: Code Modern Responsive Websites,Learn the ETL process effectively,3,Beginner,2
3330,Learn Symfony 3 framework by practical examples,Learn the concepts of DataBricks,4,Beginner,2
3331,"Complete Web Development with HTML, CSS and Javascript",Learn the process of data Transformation through dbt,2,Intermediate,6
3332,Web Hosting Introduction: How to Publish Your Website Online,Learn python for data engineering,1,Beginner,15
3333,Django For Beginners,Learn statistics,4,Beginner,13
3334,Introduction to QGIS Python Programming,Learn the basics of Node.js,3.5,Beginner,20
3335,Learning Object-Oriented JavaScript,Learn the fundamentals of JavaScript programming.,3,Intermediate,6
3336,Bootstrap Tutorial for Beginners,Explore advanced CSS for modern web design.,2,Beginner,10
3337,Learn Bootstrap3 With Multi Purposes Single Page Layout,"Learn the basics of html
",21,Beginner,12
3338,HTML for Beginners,Learn basics of react,2.5,Beginner,11
3339,How to Build WordPress Themes: A Web Designer's Guide,Learn the concept of nextjs,5.5,Intermediate,16
3340,XML DTD :basics for beginners,Learn the ETL process effectively,0.55,Beginner,8
3341,Learn to make an HTML 5 website with a video background,Learn the concepts of DataBricks,0.5,Beginner,18
3342,Learn Authentication With ASP.NET Identity Security 2017,Learn the process of data Transformation through dbt,2,Beginner,20
3343,HTML and CSS Foundations,Learn python for data engineering,1,Beginner,5
3344,Python Web Programming,Learn statistics,6,Beginner,18
3345,Build a Complete Registration and Login System using PHP MVC,Learn the basics of Node.js,5,Beginner,17
3346,ES6 / EcmaScript 6 for beginners an introduction,Learn the fundamentals of JavaScript programming.,2,Intermediate,11
3347,React for visual learners,Explore advanced CSS for modern web design.,3.5,Beginner,1
3348,Learn to Create Advance Responsive Websites With Bootstrap,"Learn the basics of html
",2,Beginner,6
3349,Master the Art of Web Design with HTML & CSS,Learn basics of react,3,Beginner,8
3350,Sell Courses On Your Own Website - No Coding Required!,Learn the concept of nextjs,1,Beginner,1
3351,Implementing a Data Warehouse with SQL Server 2012 ,Learn the ETL process effectively,5,Beginner,15
3352,Learning 200 jQuery Functions with 800 Examples,Learn the concepts of DataBricks,18.5,Beginner,20
3353,Create Complete Web Applications easily with APEX 5,Learn the process of data Transformation through dbt,7,Intermediate,8
3354,"Learn Gulp, The Streaming Build System",Learn python for data engineering,1.5,Beginner,8
3355,Perfect React JS Course - Understand Relevant Details,Learn statistics,1,Beginner,16
3356,Create a classified website in 2 hours - guaranteed,Learn the basics of Node.js,1,Beginner,4
3357,Learn HTML And CSS From Scratch,Learn the fundamentals of JavaScript programming.,2,Beginner,16
3358,Become a Certified Web Developer - Beginner to Expert,Explore advanced CSS for modern web design.,8,Beginner,13
3359,Complete Bootstrap 4 course - build 3 projects,"Learn the basics of html
",5,Beginner,20
3360,Up and Running with Phalcon,Learn basics of react,1.5,Beginner,19
3361,HTML : HTML Awesomeness,Learn the concept of nextjs,0.633333333,Beginner,17
3362,Build CRUD Application - PHP & Mysql,Learn the ETL process effectively,1.5,Beginner,15
3363,All You Need To Know About AngularJS - Training On AngularJS,Learn the concepts of DataBricks,5,Beginner,1
3364,PSD To a Creative Landing Page Using Twitter Bootstrap 3,Learn the process of data Transformation through dbt,4,Beginner,1
3365,Ready for Production with Spring Boot Actuator,Learn python for data engineering,2.5,Intermediate,5
3366,AngularJS For Beginners,Learn statistics,3,Beginner,5
3367,Learning Path: Akka: Building Applications and Microservices,Learn the basics of Node.js,4.5,Intermediate,5
3368,Set up a localhost Web Server for Faster Website Development,Learn the fundamentals of JavaScript programming.,1.5,Beginner,13
3369,Mastering Meteor: Reactive Full Stack JavaScript,Explore advanced CSS for modern web design.,3,Advanced,15
3370,Build A Professional Wordpress Website In An Hour,"Learn the basics of html
",1,Beginner,5
3371,Build a file hosting/sharing site in less than 2 hours ,Learn basics of react,1.5,Beginner,17
3372,Introduction to Java Programming for Online Learners,Learn the concept of nextjs,22,Beginner,7
3373,Create full featured Landing Page in Ruby on Rails in 3 hour,Learn the ETL process effectively,3,Beginner,17
3374,How to create a  video blog with WordPress,Learn the concepts of DataBricks,4.5,Beginner,8
3375,PHP For WordPress Development,Learn the process of data Transformation through dbt,1,Beginner,16
3376,Create a Professional Website Without Programming/Coding,Learn python for data engineering,1.5,Beginner,13
3377,How to Build an Autocomplete System Like Google,Learn statistics,1,Beginner,2
3378,Master EmberJS : Learn Ember JS From Scratch,Learn the basics of Node.js,6.5,Beginner,1
3379,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,Learn the fundamentals of JavaScript programming.,2,Beginner,6
3380,Learn Top Ten PHP FrameWorks By Building Projects,Explore advanced CSS for modern web design.,17.5,Beginner,5
3381,How to Make a Video Blog Website From Scratch w/ Wordpress ,"Learn the basics of html
",1,Beginner,16
3382,Build Websites And Apps By Outsourcing,Learn basics of react,2,Beginner,11
3383,Learning Path: Web Applications with Spring and Angular,Learn the concept of nextjs,4,Advanced,19
3384,Learn Ruby on Rails By Building Projects,Learn the ETL process effectively,13,Beginner,3
3385,Canvas image Creator HTML5 JavaScript project from Scratch,Learn the concepts of DataBricks,3.5,Intermediate,5
3386,Javascript Essentials,Learn the process of data Transformation through dbt,8.5,Beginner,12
3387,Devtools 2017: The Basics of Chrome Developer Tools,Learn python for data engineering,1,Beginner,7
3388,Chrome Extensions : Develop 5 chrome extensions from scratch,Learn statistics,2,Beginner,3
3389,Learn how to quickly build websites using Wordpress,Learn the basics of Node.js,3.5,Beginner,9
3390,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,Learn the fundamentals of JavaScript programming.,5.5,Advanced,4
3391,Develop a Professional OnePage WordPress site With No Coding,Explore advanced CSS for modern web design.,1.5,Beginner,12
3392,PHP Specialist (2017 Edition),"Learn the basics of html
",3.5,Beginner,19
3393,Python Programming: Create an Digital Marketplace in Django,Learn basics of react,26,Beginner,3
3394,Create Ajax Chat App with PHP & Mysql,Learn the concept of nextjs,1,Beginner,14
3395,Mastering Thymeleaf with Spring,Learn the ETL process effectively,4.5,Beginner,3
3396,Learn Rails Programming in Less than 2 Hours,Learn the concepts of DataBricks,2.5,Beginner,11
3397,Wordpress Backup & Restore,Learn the process of data Transformation through dbt,1.5,Beginner,7
3398,Learn JavaScript Dynamic Interactive Projects for Beginners,Learn python for data engineering,3,Beginner,20
3399,Build Modern Websites Super Fast,Learn statistics,1.5,Beginner,9
3400,SAP - Learn SAPUI5 Professional Development,Learn the basics of Node.js,7,Beginner,14
3401,Wordpress Security,Learn the fundamentals of JavaScript programming.,2.5,Beginner,13
3402,Learn HTML5 At Your Own Pace. Ideal for Beginners,Explore advanced CSS for modern web design.,7,Beginner,9
3403,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,"Learn the basics of html
",8.5,Beginner,20
3404,Build Real World Websites from Scratch using HTML5 and CSS3,Learn basics of react,7.5,Beginner,17
3405,How to become an App Developer,Learn the concept of nextjs,1,Beginner,8
3406,"Modern JavaScript: Building Real-World, Real-Time Apps",Learn the ETL process effectively,13.5,Intermediate,1
3407,JavaScript Introduction to Object Oriented JavaScript,Learn the concepts of DataBricks,1.5,Beginner,1
3408,Core HTML How to get online quickly HTML to HTML5 ,Learn the process of data Transformation through dbt,3.5,Beginner,7
3409,Building Websites JavaScript and the DOM,Learn python for data engineering,3,Beginner,19
3410,Complete Login and Registration System in PHP and MYSQL,Learn statistics,4,Beginner,4
3411,The Complete E-Commerce Web Developer Course 5.0,Learn the basics of Node.js,12.5,Beginner,1
3412,HTML5 canvas Bootcamp for beginners 25 easy steps,Learn the fundamentals of JavaScript programming.,2,Beginner,8
3413,Advanced HTML5 Tutorial for Web Developers,Explore advanced CSS for modern web design.,7.5,Beginner,7
3414,Learn the Basics of Programming for Marketers,"Learn the basics of html
",3.5,Beginner,6
3415,Css For Beginners,Learn basics of react,2.5,Beginner,5
3416,GRUNT js: Automate web development tasks and save your time,Learn the concept of nextjs,1.5,Beginner,20
3417,Mastering Web and Mobile Debugging Using Chrome Dev Tools,Learn the ETL process effectively,2,Beginner,11
3418,HTML : Beginner Guide to HTML writing,Learn the concepts of DataBricks,0.616666667,Beginner,8
3419,Build Web Apps Using EmberJS: The Complete Course,Learn the process of data Transformation through dbt,4.5,Beginner,20
3420,SharePoint 2013 Development using C# - Part I,Learn python for data engineering,8.5,Beginner,19
3421,SAP Crystal Reports with ASP.Net (Step by step),Learn statistics,1,Beginner,14
3422,Building Responsive Data Visualizations with D3 JS,Learn the basics of Node.js,2,Beginner,6
3423,Learn Rails Programming in Less than 30 Minute - Lite,Learn the fundamentals of JavaScript programming.,0.633333333,Beginner,15
3424,SASS - Beginner Crash Course,Explore advanced CSS for modern web design.,1,Beginner,16
3425,Angular 2 Fundamentals for Web Developers,"Learn the basics of html
",6,Beginner,7
3426,Easily Learn Web Development With Drop & Drag: OptimizePress,Learn basics of react,2,Beginner,17
3427,XML XSLT - Crash Course for Beginners,Learn the concept of nextjs,1,Beginner,13
